review,result
"It's just a shame this world is populated with such one-dimensional, humourless characters.",Rotten
"It's everything you've enjoyed in every genre film you've ever seen rolled into one package, although it seems to lose something when added into the sum of its parts.",Fresh
There isn't anything here that is nurtured enough to resonate either emotionally or mythologically once the film is over.,Rotten
"The movie Priest was a surprisingly racist, semi-coherent piece of mindless Hollywood idiocy, complete with genocidal fantasies, derivative Blade-Runner-future stylings, and please-please-please-grant-us-a-sequel tripe ending.",Rotten
"Paul Bettany is an intriguing choice as Priest, but his performance is so devoid of life that it might as well have been Brandon Routh.",Rotten
"A brooding, atmospheric exercise in upscale psychological horror.",Fresh
"It's not a stalker flick or a ghost story, although it's sort of a combination of both.",Fresh
While it is big on atmosphere and features crafty camerawork it is running on empty when it comes to plot.,Rotten
"At it's heart there are some good ideas in The Broken but, as I said in the beginning, it's very, very slow in revealing those ideas.",Rotten
"...grips your attention throughout, only to leave you unsatisfied at the end. Nevertheless, the journey is worth taking even if the destination is disappointing.",Fresh
Why the evil-doers need to do what they do is never explained. All we get is an atmospheric soundtrack desperately seeking a horror movie.,Rotten
"Part mystery, part horror, it keeps us wondering what the hell is going on, while the sombre lensing ups the air of menace. The silly finale undoes a lot of the fine work, though.",Fresh
"Writer-director Sean Ellis is influenced by M. Night Shyamalan, and manages an approximation of both Shyamalan's habitual look and whispery melodramatics.",Fresh
"Fleeting pleasures are undermined by an inane, directionless narrative, barely-even-one-dimensional characters and an overall sense of superficiality.",Rotten
"This chilling moodpiece is both psychological thriller and ghost story, with each holding up a mirror to how the other half lives.",Fresh
The tedium is almost as annoying as the sound effects.,Rotten
"The Brken is interesting and confident in some ways, though laden down with unfinished moods, images, ideas - and a few scary-movie cliches. It looks like a short film pumped up to feature length.",Rotten
Pompous and dour attempt at a psychological horror movie.,Rotten
"With a nod and a wink to Edgar Allan Poe and Hitchcock he has created a slick, supernatural thriller set in a cold and disquietingly quiet contemporary London.",Fresh
"A slick if derivative concept is well served by cold, grey cinematography and a chilling sense of shadowy menace.",Fresh
A cerebral horror that's more creepily unsettling than out-and-out scary.,Fresh
"Mr Ellis has some visual flair. He builds up a menacing atmosphere, and there are a few nasty shocks. However, he seems to have no sense at all of pace or humour. His screenplay is terrible.",Rotten
"This stylishly-shot psycho-thriller from Sean Ellis is a creditable stab at the horror genre, but it lacks pace and plot. There's not enough blood 'n' gore for horror fans, while thriller admirers may find it too slow.",Rotten
"This is hardly a horror classic because it takes so damn long for anything to happen. And when it does, the ideas aren't built upon, leaving you with the feeling the script is two or three rewrites away from a final draft.",Rotten
The Sneak was left wishing another film would break through the screen.,Rotten
A Babel cast in a piece of free-associative gothic babble.,Rotten
Horror fans who like their senses assaulted slasher-style with old-school gore and lots of jumpy bits may find this cerebral affair a tad too dull for their liking.,Fresh
"This unbelievably ponderous British chiller keeps priming us for some shocking revelations - oodles of ""scary"" incidental music, ominous shots of the London skyline - and signally fails to deliver them.",Rotten
Here is a film from a director with a little more imagination and skill than story-telling sense.,Fresh
"This is very much a case of style over substance, but the atmospheric camerawork never really compensates for the subdued performances and a derivative, increasingly ridiculous plot.",Rotten
The Broken isn't a bad horror film. It's just not a film-it's scary footage that serves no purpose.,Rotten
A slick but unscary spine-chiller.,Rotten
"Occasionally scary, often laughably portentous, never explained.",Rotten
"An extremely stylish, emotionally aloof film that lacks a strong enough story to create a great horror yarn.",Fresh
"I was on board with The Broken through the first three quarters, but the sucker punch of nothingness at the end soured me on the whole thing.",Rotten
"This film looks good, is capably acted and builds excellent atmosphere. And then it gets lost, and so do we.",Rotten
"This rather nutty thriller begins to fall apart the more it tries to explain its premise, but it maintains a terrific sense of suspense right to the end",Fresh
"The Brken may offer a somewhat derivative resolution, but it gets there via an aptly fractured narrative, intertwining two radically different kinds of story type to disorienting effect.",Fresh
"While the film might not work for fans of today's faster-paced horror/thrillers, The Broken is a creepy little pot boiler that's likely to get under the skin of many horror fans.",Fresh
"Ellis unblushingly borrows from older movies, from the famous (Invasion of the Body Snatchers) to the little known (Roger Moore chiller The Man Who Haunted Himself), but he does conjure up a spine-chilling frisson all his own when anyone passes a mirror.",Fresh
An ambitious yet not-entirely-successful endeavor...,Fresh
"All of this mayhem keeps us watching, but it would be hard to describe the experience as pleasurable.",Rotten
"[Star Brian] Cox calmly registers ranges of steely determination, fatherly care and regret-filled sadness with great authority.",Fresh
Those looking for an innovative new take on the prison genre should be pleased with the latest from this talented filmmaker.,Fresh
"The Escapist is a film worth seeking out, for both its fresh re-invention of the prison film genre and the absolute clinic on acting put on by Brian Cox and the rest of the actors in the film (not a weak link among them).",Fresh
"Here, the visceral, the intellectual and the spiritual all come together, elevating The Escapist beyond merely escapist entertainment, and offering something that any viewer can dig.",Fresh
"There's a strong sense of style to this prison-break thriller, + a few strongly sympathetic characters and some nifty twists",Fresh
"At last, a British crime movie that's as good as its pitch sounds: Brian Cox trying to break out of prison. Do you need to know any more to want to see it?",Fresh
"Enjoyable thriller with strong performances and some suspenseful sequences, though the ending is likely to provoke mixed reactions.",Fresh
About as plausible as platform 9 3/4 for the Hogwarts Express.,Rotten
The Escapist wrings jagged tension out of a fractured timeline.,Fresh
Wyatt and his superb cast pull it together in the movie's boldly-imagined final act that justifies the movie's sometimes elusive form and turns it into something a cut above the rest.,Fresh
Director/co-writer Rupert Wyatt deconstructs the typical prison escape story form to dramatically successful effect with the help of a strong ensemble cast.,Fresh
"O bom elenco  desperdiado por um roteiro que se julga mais inteligente do que  na verdade e por uma direo que acredita imprimir originalidade  narrativa quando, na realidade, est apenas seguindo as batidas convenes do gnero.",Rotten
"Taut, full of soul but with no sentimentality ... the tension is ingrained in the story and the performance by Brian Cox.",Fresh
"Director Rupert Wyatt and his co-writer Daniel Hardy have neatly trimmed the fat from this story -- there's almost no character, incident or visual cue that doesn't somehow enhance the plot or set up a surprise or key revelation later on.",Fresh
"The prison escape movie -- a tired genre -- gets some fresh energy in The Escapist, a compelling, carefully written and totally gripping film from the U.K. that is acted with naturalism and conviction by a smashing cast.",Fresh
Neither more nor less than a solid prison-break thriller.,Fresh
"A taut thriller that ends on a note of unexpected grace, the British prison drama The Escapist marks the impressive feature debut for director/co-writer Rupert Wyatt.",Fresh
"The splintered viewpoints help with the monotony, but from the taunting of new inmates to the cell-block sadist, we've gone through all this before, right down to the final twists.",Rotten
"Too much of this movie about prison feels only like a movie about prison, with actors posing and directors getting poetic.",Rotten
It's simply an experiment in throwing a familiar premise into a blender and seeing how it looks once it's all chopped up.,Rotten
A customarily fine performance by Brian Cox and a well-oiled supporting cast are not enough to lift this brutal and listless prison melodrama out of the ranks of '40s B movie.,Rotten
Shapes a standard prison-break drama into a metaphysical study of freedom and reparation.,Fresh
"Cox is a master of understatement, of using his gloomy eyes, his lined face and the intensity of feeling in a simple gaze or gesture to suggest the full measure of a man.",Fresh
"There's an intriguing twist to this puzzling escape-from-prison drama, as Brian Cox's convincing performance propels the flasbback/flashforward suspense.",Fresh
A rousing film packed with solid performances and relentless suspense that brilliantly reinvigorates the genre of prison escape thrillers.,Fresh
"The movie was written specifically for Brian Cox, and it's a great fit.",Fresh
This is down and dirty and raw.,Fresh
"How much you enjoy this prison drama will depend on your reaction to its fractured, flashback-laced structure. Oh, for the simple, straightforward days of The Big House!",Rotten
"It's swifter, grittier, and louder than the typical escape movie, but it still falls firmly within the tradition of underground breakouts. Its contrapuntal timelines are twisted into a surprisingly elegant first feature.",Fresh
"An old-fashioned prison breakout yarn and a tight little package of sharp acting, cloying atmosphere and narrative misdirection.",Fresh
I hate criticising someone for ambition but The Escapist is a victory of ambition over dramatic achievement.,Rotten
"The filmmakers succumb to the temptation of trying to have their escape movie cake and eat the psychological drama, too",Rotten
"Brilliant or obscure? Engaging or pretentious? Intense performances, artistic cinematography, ambitious editing and eclectic music are the filmic elements, but obtuse storytelling with almost incomprehensible dialogue completes the picture",Rotten
A combination of a superb score and amazing performances make this a genre defying prison break film.,Fresh
"A fractured, stylish and tense affair built around a band of great performances.",Fresh
"This is a rather curious film, admirable in some ways but also strangely frustrating.",Rotten
"The two narrative tracks only really come together at the end, and meanwhile we have to work a bit too hard to keep track of it all.",Rotten
"By keeping the focus on the humanity, Rupert Wyatt makes a strong debut as a writer/director here, and his film's got a great sense of low-budget style.",Fresh
Prison drama breaks all the rules - and wins.,Fresh
"Unfortunately, the depiction of prison life is predictable and the inmates are extremely dull stereotypes.",Rotten
The Escapist is not an easy movie to watch.,Rotten
"Sympathetic, genial and exceedingly wholesome, it's a film that, once seen, will permanently and favorably influence the way viewers regard the characters' real-life counterparts.",Fresh
"The immigrant experience has been seen many times on film before but rarely with the authenticity, wit and intelligence of Anna Boden and Ryan Fleck's Sugar.",Fresh
"Boden and Fleck know what they're doing, and I'd expect we'll see many more films from this pair in the coming years. They're just warming up.",Fresh
"Directors Ryan Fleck and Anna Boden use Sugar's tale to draw attention to pertinent social and economic issues. Thankfully, they do so with a light touch and an immense feeling of sympathy for their characters.",Fresh
"Rich in texture and colour, music and aura.",Fresh
"In a world where too many filmmakers are content to bunt their way onto second base, Sugar swings for the fences, and knocks one out of the park.",Fresh
The sweet title character just might prompt American audiences to call for an open door policy to all immigrants who want to live in America.,Fresh
"A deeply felt, personal story, exposing in very specific microcosm the struggle experienced by thousands of immigrants each year.",Fresh
The gifted team behind Half Neslon has now made another compelling and honest film that's emotionally effective as a sports saga as well as immigrant and culture-collision tale.,Fresh
Fictionalized tale of a Dominican baseball player trying to make it in the States is also a wonderfully observant film about acculturation and the immigrant experience.,Fresh
"A more bitter than sweet tale told with uncommon sensitivity and uncanny scrutiny of race and class, about exploited immigrant ball players in a game that has evolved into ruthless baseball capitalism.",Fresh
"An immigrant's saga more than ""a baseball movie,"" Sugar ultimately runs headlong away from the clichés that mar formula sports-related narrative films.",Fresh
"As inspirational as it is heartbreaking, a moving story about pursuing one's dreams and how one can still find a life for oneself even if those dreams don't come to fruition.",Fresh
"The filmmakers' confidently modest helming ... allows events to feel, if not fresh, then at least real.",Fresh
Such indie banality -- linked to liberal message-mongering -- proves Fleck-Boden go into a slump long before rookie Miguel.,Rotten
"This is a sports drama of total originality, as well as the most authentic inside view of the immigrant experience the movies have given us in quite a while.",Fresh
"Anna Boden and Ryan Fleck have transformed some of the saggiest, most clichéd genres with smarts, non-screechy politics, superb acting, and visual beauty.",Fresh
A combination sports story and immigrant account that reveals the wisdom of downsizing our dreams and making choices that affirm our deep-seated need for community.,Fresh
"It's a beautifully made film about a young man's journey of self-discovery, about how Miguel ""Sugar"" Santos makes his way in the world and tries to figure out, as we all do, who he is meant to be.",Fresh
"It is both sad and hopeful, but the film's sorrow and its optimism arise from its rarest and most thrilling quality, which is its deep and humane honesty.",Fresh
Boden and Fleck are exceptional talents who refuse to sweeten Sugar for mass consumption. The result is raw and riveting.,Fresh
A quietly surprising drama.,Fresh
"Think of it as a subtle arthouse antidote to the groaning galaxy of baseball movies, a film more concerned with character, mood, and capturing a highly specific cultural milieu than with big games that invariably come down to the very last inning.",Fresh
a movie in search of the yearning for even the smallest American dream,Fresh
"How many sports dramas dare to think beyond winning, losing and how you play the game? The narrative thrust of Sugar comes from somewhere less expected.",Fresh
"Quiet, deliberate and naturalistic...refreshingly truthful, especially for a picture about sports",Fresh
"The most remarkable thing Sugar does is give American viewers a sense of how our country must seem to a newly arrived immigrant, without caricaturing or condescending to either guest or host.",Fresh
"It seems Fleck and Boden didn't have much of a game plan for the main character off the mound after all, and this wearying aimlessness waters down the tension of Sugar's rapidly imploding life, grinding the film to a disappointing halt.",Rotten
"An often engaging drama that tackles provocative issues, but, without a sensitive and intelligent screenplay, it ultimately fails to be truly moving, profound or memorable.",Rotten
"A striking document of an immigrant's journey, in some ways reminiscent of Elia Kazan's Oscar nominated 1963 film, ""America, America"".",Fresh
Let down by a manipulative script recycled from dozens of sports and immigrant movies. At least it dispenses with a Hollywood ending.,Rotten
A thoughtful drama about guys who have a moment in the big time before returning home to an odd reflected glory.,Fresh
Sugar is an inside-the-park homer.,Fresh
"A moving, surprising and provocative baseball flick that rises immediately to No. 1 with a bullet on my personal list.",Fresh
"Sugar stands the baseball movie on its head by approaching the genre with off-speed material, instead of the plot equivalent of sizzling fastballs and home runs.",Fresh
...a rich character study of the title ball player and his metamorphosis into something greater than he could have expected %u2013 to live as a free and happy man doing what he really wants in his life.,Fresh
This is one of my favorite movies of the year so far...,Fresh
Fleck and Boden are clearly storytellers.,Fresh
It's got an authenticity that most sports films lack.,Fresh
"In this carefully observed and impressively minimalist movie, Sugar redefines and refines his art.",Fresh
"In its unhurried fashion, Sugar can take its place with the best baseball movies. Where most focus on the grand slam, this one's about the life that surrounds the game and everything that comes after.",Fresh
Scenes that would usually be mere setup ... become engaging in their own right. ... game and practice sequences have an easy authenticity from the start.,Fresh
"Some of the surprise of seeing a major new talent appear from thin air is lost in even a strong sophomore effort, but Boden and Fleck have set and met a high standard for their work. I found it sublime.",Fresh
"Sugar is a gripping look at the immigrant experience, with small moments as important -- and visually arresting -- as any on the baseball diamond.",Fresh
"...an interesting tale of a young man devoted to his family back home, trying to come to grips with surviving in a completely different culture.",Fresh
This Sugar doesn't blend the sweet with the bittersweet as deftly as it might have.,Rotten
"They have instead chosen a low-key and realistic approach that is so effective that when I saw the film for the first time, I was convinced for the first 10 minutes or so that I was watching an actual documentary.",Fresh
"Easily one of the year's best, Sugar is an intelligent and sublimely moving film that should not be missed.",Fresh
The approach is flighty at best and a cinematic bait-and-switch at worst.,Rotten
"Algenis Perez Soto plays the character so openly, so naturally, that an interesting thing happens: Baseball is only the backdrop, not the subject. This is a wonderful film.",Fresh
"An authentic, timely ""immigrant experience"" tale about trying to score.",Fresh
[A] terrifically human account of a young Dominican pitcher's discomfiting odyssey from his tiny village to a major league training camp to A-ball in the American Midwest.,Fresh
"The film's strength is reportorial, sensitively exploring a theme that has grown ever more prominent with the globalization of sport.",Fresh
"This is a drama of shifting values and compromised ideals, arriving at a view of life that's wise, complicated, and tinged with melancholy.",Fresh
Sugar is a departure from movies of its kind in quietly observing that life is often a series of base hits rather than grand-slam homers. The film has few moments of high drama and the games played matter only in how they shape Soto's character.,Fresh
"Of course, calling a movie 'too humane' isn't really all that much of a complaint...",Fresh
"With all the scandals surrounding baseball lately, Sugar is so good that it reminds people that stories of drug-induced superstars are the exception and kids like Miguel ""Sugar"" Santos are far more common.",Fresh
"Please understand that I am not praising ""Sugar"" just because some scenes were filmed here in the Quad-Cities.",Fresh
A sports movie that transcends its genre.,Fresh
Anna Boden and Ryan Fleck's film is a modest but masterful triumph.,Fresh
"Sugar has its own knuckle curve - it takes familiar images of the U.S. and flips them, giving us an idea of how strange our country can look to an outsider.",Fresh
"Fleck and Boden probably will get better at making movies, but for now, they can get by with this: They are curious about what makes people tick, and they have a talent for making us curious, too.",Fresh
"With the moving, absorbing drama Sugar, Boden and Fleck not only avoid the sophomore slump, they demolish it, delivering a film of rare intelligence, beauty and compassion.",Fresh
"A story about expectations, the division of work and play, and the terrifying but terrific ability human beings have to change their minds.",Fresh
"Sugar is a subtly engaging film about a world -- indeed, a string of worlds -- that hums energetically all around us and yet remains invisible.",Fresh
the feeling of it when it's over is exhilaration at time spent with real characters placed in real situations.,Fresh
"This is a film that finds certain purity in disillusionment and freedom in failure. Which may not be sweet, but it is tasty.",Fresh
"A terrific film that's not just for sports fans. Written and directed by Anna Boden and Ryan Fleck, it's as insightful as it is entertaining.",Fresh
A penetrating exploration of the hardships that Dominican baseball recruits face in making to the major leagues.,Fresh
Dominican natives pursue their diamond dreams in the U.S.,Fresh
"It is a gently persuasive, bittersweet run around the base paths in the game of life.",Fresh
"That the movie manages to avoid some of the customary cliches and formulaic machinations of the sports drama genre makes the film rewarding, as do the performances by its mostly fresh-faced cast.",Fresh
"While it's interesting, it's never truly absorbing.",Rotten
"This sophomore effort from the writing and directing duo of Anna Boden and Ryan Fleck (""Half Nelson"") is not your typical sports movie, but rather focuses on the immigrant experience of a foreigner on a work visa to play minor league baseball.",Fresh
"Sugar is a baseball movie in the way that Macbeth is a play about kilts. The description is accurate as far as it goes, but it doesn't go nearly far enough.",Fresh
It resists cliche at every turn and puts something solid in its place: raw yet controlled observation that gives the film the form of a flexing muscle.,Fresh
"Naturalistic performances, even-handed characterisation and the utter eschewal of genre cliches ensure that this tale of a stranger in a strange land hits home.",Fresh
Sugar is a completely convincing character who inhabits what appears to be an utterly authentic world.,Fresh
"Like a slow curve ball, its journey unexpectedly going off course, Boden and Fleck deliver their magnificent take on the American dream by skewing it sideways.",Fresh
What's this? An inspirational sports flick whose every step doesn't lead up to the climactic Big Game in which the underdog hero must score that touchdown/hit that home run/kick that goal/deck that opponent?,Fresh
Sugar is a slow-burning exploration of the immigrant experience that grows more compelling as Miguel starts to realise he might not be good enough to realise his dream.,Fresh
"In 'Sugar', the pair skilfully dismantle the timeworn themes, characters and story patterns of the conventional sports movie and then reassemble them as a rich, socially astute realist drama.",Fresh
"As a sports movie the film perhaps lacks the pace and punch to capture the genre's traditional audience. But Sugar is much more than a sports movie. It is a picture of integrity, intelligence and empathy that studiously avoids cliché.",Fresh
"Sugar is a revelation, not least in the way it ducks an onrush of cliche to expose the whole rags-to-riches mantra as a bright and shining lie.",Fresh
"Sugar, winningly played by the complete newcomer Soto, isn't a cut-out ingenu but a testy, competitive, driven but fallible person. The road he follows is modest, but the film is beautiful and searching in letting him find it for himself.",Fresh
"Poignant and beautifully written, directed and performed, Sugar confirms Boden and Fleck as eloquent chroniclers of the underbelly of the American dream.",Fresh
"Sugar might look like a typical underdog sports movie on the surface, but over the running time it transforms into something much more interesting.",Fresh
"The final reel veers away from the sports movie formula - and the narrative loses some of its drive - yet there's a believability about the twist. If anything, Sugar underlines the fact that this particular immigrant experiences is not all sweetness.",Fresh
"Sugar is a human story told with immense skill, right down to the deft transitions and the soft fuzz of the electronic score.",Fresh
"Great cinema can extend our own experience by making us understand how it must feel to be somebody else - and this is, in its gentle and unpretentious way, great cinema.",Fresh
"A compelling and compassionate stranger-in-a-strange-land drama, it's a film brimming with insight, integrity and life. I reckon we're looking at one of the films of 2009.",Fresh
"Sugar is dazzlingly free of message creep. We are perplexed, yet fully persuaded.",Fresh
The story's slow-burn never quite flares into dramatic wildfire.,Fresh
This masterfully pitched exercise in sombre revelation may frustrate sports fans looking for an easy hit.,Fresh
"Brilliantly directed, superbly written and thoroughly engaging drama that skilfully blends sports movies, immigration dramas and coming of age movies, while avoiding the usual cliches.",Fresh
A powerfully engaging coming-of-age immigration sports documentary-style drama. And this unpredictable genre mash-up is pure magic.,Fresh
"...an immigrant's song, a story about cultural dislocations and human connections that happens to be one of the year's best movies.",Fresh
"We're so used to sports movies hitting certain dramatic beats that when ""Sugar"" completely avoids them, it forces us to sit up and pay attention.",Fresh
Pays such attention to detail ... that it's easy to forget you're watching a work of fiction and not a documentary about a real-life star on the rise.,Fresh
"Sugar is a refined and appealing love letter to baseball, and a reminder of all that makes it matter.",Fresh
"Full of life, even sexy and at times bouncy (and with a fine score), Sugar is a lovely, moving treat... full of rich supporting characters.",Fresh
"Sugar showcases a lovely performance by Soto, a match for the modest, low-key filmmaking style of Boden and Fleck... [Blu-ray]",Fresh
Scarcely a manipulative or fake moment,Fresh
"Though a little long at two hours, Sugar is a treat for any serious student of baseball.",Fresh
"Sugar makes my top ten list of baseball films. It's not your typical sports film, it's emotionally honest, and it's delightfully detailed, yet subtle.",Fresh
"In a word, Sugar is extraordinary.",Fresh
"Not your usual film about chasing the American dream, Sugar gains mileage instead from a more sober brand of inspiration while imparting wisdom in the form of welcome reality checks.",Fresh
"At a time when sabermetrics break players down into pages of predictive statistics, Sugar delivers a potent reminder of off-the-field challenges that affect performance on the field.",Fresh
"Fresh perspectives offer fresh ideas, even if they don't result in a smile and a happy Frank Sinatra song about love.",Fresh
"Steroids enter the equation, but ""Sugar's"" narrative turns feel more generous than obvious - emphasizing baseball's calming, community ideas over its cult of personality. The gravity of Miguel's plight stays with you, but so does his eventual peace.",Fresh
"A portrait of an immigrant, a sports movie commentating on the machinations of American sport and a coming-of-age drama: Sugar is not short of subject matter.",Fresh
We begin to get the feeling that the United States of Baseball is somehow grander and more generous than the United States of America.,Fresh
"Follows its own path, defying stereotypes and avoiding just about every sports-movie cliché and fish-out-of-water convention, all the way to the end.",Fresh
"You get the perfectly calibrated story of one young man's travels, not just to the United States from his tiny island country but to the land of expectations that come with adulthood.",Fresh
"I've watched thousands of baseball games and seen tons of baseball movies, but Sugar opened new doors of understanding and insight.",Fresh
"Anna Boden and Ryan Fleck, the makers of Half Nelson, return with another subtly observed drama about a character on the outskirts of mainstream America.",Fresh
"Sugar, a baseball movie, an immigrant parable and a thoroughly entertaining drama that accomplishes the seemingly impossible task of putting a fresh face on the fractured American Dream.",Fresh
"Not only have director-writers Anna Boden and Ryan Fleck crafted a poignant immigrant tale, they've made a sports saga rife with rare truths.",Fresh
"The camera is on Sugar the whole time, but the faux-documentary approach keeps him out of reach in all the ways that really matter.",Rotten
"To tell you what happens to him from here would be a tremendous disservice. We'll just say that, refreshingly, nothing about it is sickly sweet.",Fresh
Boden and Fleck are attentive to detail and the nuances of social interaction -- in the cornfields of Middle America as well as in the Dominican Republic. And Sugar is a thorny but endearing hero.,Fresh
"It is full of so much humor, grace, and unexpected detail, and arrives in such a truthful place, that in the end it's far more enthralling than the typical rags-to-riches tale one might have anticipated.",Fresh
A rich and moving reminder of the way professional sports aspirations can shape someone's destiny in the real world.,Fresh
This is a tragic sports movie that shies away from every element of tragedy.,Rotten
"As the film plays out its melancholy story, we realize that what we are watching is far rarer than the usual sports flick.",Fresh
"This captures many moving moments and atmospheres in the diverse settings, bu the narrative arc isn't quite as engaging as it could be.",Fresh
The problem is that it is incredibly tedious and at some point very uneventful.,Rotten
"A familiarity with baseball is probably crucial to getting the most out of this quiet, absorbing drama.",Fresh
"Just as Hoop Dreams had the urgency of great storytelling, Sugar exhibits the patience of the most penetrating documentary.",Fresh
The cinematic equivalent of an investigative Sports Illustrated two-parter.,Rotten
Sugar's personal achievement is uplifting-and it's also cause for celebration when artists create just for the love of the game.,Fresh
A raw and insightful film that will appeal to viewers who may or may not be sports fans.,Fresh
"Sugar is worth seeing not because it invalidates baseball's meritocracy, or because it makes us feel guilty for enjoying the national pastime, but because it shows us with empathy and insight how baseball players are more than what they do on the field.",Fresh
"Sugar is one smart, beautiful movie, and from where I stand, it is an instant classic with the guts and integrity to remain focused on a winning story about a flowering American-immigrant soul.",Fresh
"By refusing to ""win one for the Gipper"" or any of the other boring sporty standards, the directors have a lot to be proud of. By being a little bit bolder, however, they really could have hit it out of the park.",Fresh
"Writer-directors Anna Boden and Ryan Fleck could have created a cliché-ridden film...But the pair (who also made the teacher drama Half Nelson), are more concerned with humanism than proving that dreams do come true.",Fresh
"A hopeful story, a heartwarming story, an entertaining story...",Fresh
"An exceedingly odd meeting of the minds (and bodies) occurs in Quid Pro Quo, a strikingly original and provocative first feature from scribe-helmer Carlos Brooks.",Fresh
"Has some pretty insightful things to say about the nature of being ""disabled,"" and it says them with a good deal of humor, style, and understanding.",Fresh
"Although not a perfect film, ""Quid Pro Quo"" is a highly crafted cinematic achievement that taps into its characters' subconscious with surgical precision and elegant assurance.",Fresh
"Not exactly Bunuel's differently abled erotica classic Tristana, it raises mystifying questions about disability as a state of mind. And whether or not the final clues to this mind over matter mystery reside in sex, shoes or tulips, hypochondriacs beware.",Fresh
The first half of Quid Pro Quo is among the most jaw-dropping things I've ever seen: Who knew there was a closeted subculture of people pretending to be paraplegics?,Fresh
"Like a fender-bender to David Cronenberg's Crash, Carlos Brooks' Quid Pro Quo is a tame, yet weird and wonderful love-letter to the walking wounded.",Fresh
"A bleakly humorous romantic character study, Quid Pro Quo is appealingly offbeat until its narrative takes a wayward detour into pat simplifications.",Rotten
"It certainly won't be everyone's cup of breakfast bitters, but you can't dismiss it nonchalantly.",Fresh
"Quid Pro Quo is a respectable feature-film debut for Mr. Brooks, and it remains reasonably thought-provoking without ever becoming emotionally absorbing.",Fresh
"Farmiga is captivating, Stahl less so -- although a bigger problem is writer/director Carlos Brooks's script, which sets up one story, then shifts gears into something more personal and psychologically specific.",Rotten
"It frustratingly refuses to go bonkers, but the film is a compelling sit, brought to life by two very crafty, pointed performances.",Fresh
"[Director] Brooks plunges into the thick of a largely unfamiliar subculture in Quid Pro Quo, but the journey involves a series of well-telegraphed twists and turns.",Rotten
"Might work if it was really about what it's really about, but its too-tricky script has too many paths that lead nowhere.",Rotten
"A finely observed, compelling drama with the creepy tinge of a thriller.",Fresh
Quid Pro Quo hovers in a noir-shaded twilight zone where repressed memories and guilt merge in an obsession with physical and emotional paralysis.,Rotten
The movie exerts a certain appeal without ever being convincing.,Fresh
This warped masochistic cousin to David Cronenberg's Crash - not to be confused with the Oscar winner of the same name -- is well worth seeing for Farmiga's stunning performance.,Fresh
"While a good director can spin a worthy movie from any subject, first-timer Carlos Brooks does surprisingly little with the jaw-dropper of a topic he chose.",Rotten
"This odd little fugue of a movie would be implausible, even laughable, if it weren't also marvelously played, visually composed and plotted with the utmost cunning.",Fresh
"If you were a fan of David Cronenberg's Crash, you might just be the target audience for Quid Pro Quo, a perverse psychological drama about able-bodied people who yearn to become disabled.",Rotten
The film is lightest on its feet when it shakes off the Red Shoe Diaries foreboding for moments of sly irony,Fresh
"Brooks has no idea how to pace his irritatingly giddy script, and the film feels overlong at 82 minutes.",Rotten
"I wanted Quid Pro Quo to develop into something at every turn, but it just never gels. It's a great 20-page short story that can't sustain 82 minutes of life on the big screen.",Rotten
"Brooks tiptoes into territory Luis Bunuel would have frolicked in, but he does so without the master surrealist's desire to outrage and confound his viewers.",Rotten
An obscure and terrifying mental disorder leads a reporter to the strangest and then the most terrifying story of his life. A neat film noir in a very modern setting amongst people who are not all there.,Fresh
"An outsider adventure strictly for the very open-minded, presenting the numbness of paralysis, ironically, as a potential source of paroxysms of pleasure.",Fresh
"Very deftly made, with some lovely cinematography and two quirky, engaging lead performances, it's a satisfying debut.",Fresh
"By far the movie's strong suit is Farmiga, who gives an astonishingly layered performance,",Fresh
"has the best ""middle"" I've seen in a long time",Fresh
"Strikingly original and spectacularly twisted, Quid Pro Quo is a gem. Two outstanding performances from Nick Stahl and Vera Farmiga provide riveting viewing",Fresh
"Its biggest mystery is how it was financed (by Texas trillionaire and Dallas Maverick owner Mark Cuban, no less) and selected for distribution.",Rotten
"In fact, ""Quid Pro Quo"" is not at all funny, merely occasionally sarcastic, its plot a succession of half-baked pop-psych speculations and its dialogue a glib sampling of sub-Diablo Cody incredibility",Rotten
"The film, intimately shot, sidesteps exploitative potential, and the finely tuned screenplay obscures its titular theme (colloquially translated ""tit for tat"") in multiple layers of narrative and a hit of noir.",Fresh
"An enthralling, erotically charged drama that marks the terrific debut of a director that is most certainly a talent to watch.",Fresh
The idea that a man would go so far over the death of a dog is a little hard to buy into.,Rotten
"Screenwriter Stephen Susco communicates with a wisdom beyond his years, injecting moments of profound introspection, both spoken and silent.",Fresh
"A well-made, neo-Western from Norwegian directors.",Fresh
A simple tale of how love and affection can sometimes inspire some of the nastiest human emotions imaginable.,Fresh
Cox's performance is more than enough to make the film worthwhile.,Fresh
"[Cox] inhabits Avery like a force of nature, drawing the audience to him and eliciting sympathy, even when his acts become morally dubious.",Fresh
Animal lovers may or may not like the way that the principal character gets revenge on a young man who killed his dog.,Fresh
"This movie has a humungous amount of problems, but I think that its absolute worst sin is that it'll make you think that the Jack Ketchum novel is some sort of Oprah's book of the month reject.",Rotten
"It's Brian Cox's powerful but low-key performance and an abiding respect for animals that can't defend themselves that invest this simple, straightforward narrative with an understated passion that is unforgettable.",Fresh
The film's climax ultimately seems less an example of its protagonist's irrational fury than of cockeyed storytelling.,Rotten
